Entry,Entry name,Status,Protein names,Gene names,Organism,Virus hosts,Pathway
A0A2Z4BZ62,A0A2Z4BZ62_9GAMC,unreviewed,S1 (Fragment),,Infectious bronchitis virus,,
D0EJX1,D0EJX1_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
A0A223PXZ9,A0A223PXZ9_9GAMC,unreviewed,Spike glycorotein (Fragment),,Infectious bronchitis virus,,
A0A5J6RCP8,A0A5J6RCP8_9GAMC,unreviewed,Envelope small membrane protein (E protein) (sM protein),E,Infectious bronchitis virus,,
A0A5J6RF57,A0A5J6RF57_9GAMC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Infectious bronchitis virus,,
A0A139ZAW5,A0A139ZAW5_9GAMC,unreviewed,Glycoprotein S1 subunit (Fragment),spike,Infectious bronchitis virus,,
A0A5J6RC02,A0A5J6RC02_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
D4PB57,D4PB57_9GAMC,unreviewed,S glycoprotein (Fragment),S,Infectious bronchitis virus,,
Q8JQ39,Q8JQ39_9GAMC,unreviewed,S1 glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A346T2V3,A0A346T2V3_9GAMC,unreviewed,ORF1ab,ORF1ab,Infectious bronchitis virus,,
I6RKX2,I6RKX2_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
A0EXH9,A0EXH9_9GAMC,unreviewed,Nucleocapsid protein (Fragment),N,Infectious bronchitis virus,,
A0A5H2VJX0,A0A5H2VJX0_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
A0A5J6RDK2,A0A5J6RDK2_9GAMC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Infectious bronchitis virus,,
E1AB21,E1AB21_9GAMC,unreviewed,S1 spike glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A3G6IUK4,A0A3G6IUK4_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A1L1XGP7,A0A1L1XGP7_9GAMC,unreviewed,Envelope small membrane protein (E protein) (sM protein),E,Infectious bronchitis virus,,
Q4ZJU6,Q4ZJU6_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
S5M7B4,S5M7B4_9GAMC,unreviewed,Spike glycoprotein (Fragment),SP1,Infectious bronchitis virus,,
A0A5H2VKF0,A0A5H2VKF0_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
A0A5J6RCH8,A0A5J6RCH8_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
B0I4V5,B0I4V5_9GAMC,unreviewed,S1 glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A5J6RDM8,A0A5J6RDM8_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A3S9LX41,A0A3S9LX41_9GAMC,unreviewed,Nucleoprotein (Fragment),N,Infectious bronchitis virus,,
A0A0B5FS01,A0A0B5FS01_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A3G6IPY8,A0A3G6IPY8_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A1Q1NHT6,A0A1Q1NHT6_9GAMC,unreviewed,Spike protein (Fragment),S1,Infectious bronchitis virus,,
V9VL64,V9VL64_9GAMC,unreviewed,Nucleocapsid protein (Fragment),N,Infectious bronchitis virus,,
A0A286NR38,A0A286NR38_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
A0A0E3SUA4,A0A0E3SUA4_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
A0A516UWD6,A0A516UWD6_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
D7SCB0,D7SCB0_9GAMC,unreviewed,Envelope small membrane protein (E protein) (sM protein),E,Infectious bronchitis virus,,
A0A023PNS1,A0A023PNS1_9GAMC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Infectious bronchitis virus,,
A0A286NRV4,A0A286NRV4_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
A0A1L5JGM2,A0A1L5JGM2_9GAMC,unreviewed,Spike glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A3G1DHR1,A0A3G1DHR1_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
A0A1P8VFC4,A0A1P8VFC4_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
C7E9N0,C7E9N0_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
D3JNF1,D3JNF1_9GAMC,unreviewed,Nucleoprotein (Fragment),,Infectious bronchitis virus,,
U5YDJ6,U5YDJ6_9GAMC,unreviewed,ORF 5a,ORF 5a,Infectious bronchitis virus,,
U6BFY9,U6BFY9_9GAMC,unreviewed,Spike protein (Fragment),,Infectious bronchitis virus,,
A0A1V0G381,A0A1V0G381_9GAMC,unreviewed,Envelope small membrane protein (E protein) (sM protein),3c E,Infectious bronchitis virus,,
A0A2Z4BZ69,A0A2Z4BZ69_9GAMC,unreviewed,S1 (Fragment),,Infectious bronchitis virus,,
A2TLQ2,A2TLQ2_9GAMC,unreviewed,Nucleoprotein (Fragment),N,Infectious bronchitis virus,,
A0A0P0J2K0,A0A0P0J2K0_9GAMC,unreviewed,Spike glycoprotein (Fragment),,Infectious bronchitis virus,,
E7D405,E7D405_9GAMC,unreviewed,S1 glycoprotein (Fragment),S1,Infectious bronchitis virus,,
D0EJX5,D0EJX5_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
I6RGL3,I6RGL3_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
D3JNE2,D3JNE2_9GAMC,unreviewed,Nucleoprotein (Fragment),,Infectious bronchitis virus,,
V5ULY7,V5ULY7_9GAMC,unreviewed,Envelope small membrane protein (E protein) (sM protein),3c E,Infectious bronchitis virus,,
U5JCL2,U5JCL2_9GAMC,unreviewed,Envelope small membrane protein (E protein) (sM protein),E,Infectious bronchitis virus,,
F1KCN5,F1KCN5_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
Q256U9,Q256U9_9GAMC,unreviewed,Spike glycoprotein S1 subunit (Fragment),S1,Infectious bronchitis virus,,
C7S7Z4,C7S7Z4_9GAMC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),4 M,Infectious bronchitis virus,,
A0A1B0Z567,A0A1B0Z567_9GAMC,unreviewed,Spike glycoprotein S1 subunit (Fragment),,Infectious bronchitis virus,,
A0A1U9WYE8,A0A1U9WYE8_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
D3JNG1,D3JNG1_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
J7I7N8,J7I7N8_9GAMC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Infectious bronchitis virus,,
A0A286LPM5,A0A286LPM5_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
D5I1Q1,D5I1Q1_9GAMC,unreviewed,Spike glycoprotein (Fragment),,Infectious bronchitis virus,,
Q2EF69,Q2EF69_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),S1,Infectious bronchitis virus,,
A0A3G6IPS4,A0A3G6IPS4_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
D5HJW6,D5HJW6_BCHK3,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Bat SARS coronavirus HKU3-9,,
A0A1B1TK29,A0A1B1TK29_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A1P8VFG1,A0A1P8VFG1_9GAMC,unreviewed,Envelope small membrane protein (E protein) (sM protein),3c E,Infectious bronchitis virus,,
A0A386BX49,A0A386BX49_9GAMC,unreviewed,Spike (Fragment),,Infectious bronchitis virus,,
K4L9R7,K4L9R7_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A3G6IPW4,A0A3G6IPW4_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
V9VND5,V9VND5_9GAMC,unreviewed,Nucleocapsid protein (Fragment),N,Infectious bronchitis virus,,
A0A3B8DGB9,A0A3B8DGB9_9GAMC,unreviewed,Spike glycoprotein (Fragment),,Infectious bronchitis virus,,
A2TLN1,A2TLN1_9GAMC,unreviewed,S1 glycoprotein (Fragment),S1,Infectious bronchitis virus,,
X2J6S5,X2J6S5_9GAMC,unreviewed,1a polyprotein,1a,Infectious bronchitis virus,,
A0A140HEU6,A0A140HEU6_9GAMC,unreviewed,Spike protein (Fragment),S1,Infectious bronchitis virus,,
B2L0R8,B2L0R8_9GAMC,unreviewed,Spike glycoprotein (Fragment),,Infectious bronchitis virus,,
E1AB08,E1AB08_9GAMC,unreviewed,S1 spike glycoprotein (Fragment),,Infectious bronchitis virus,,
D3JNE8,D3JNE8_9GAMC,unreviewed,Nucleoprotein (Fragment),,Infectious bronchitis virus,,
T1SQX5,T1SQX5_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
Q913Y1,Q913Y1_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
E9LS17,E9LS17_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A0B5G136,A0A0B5G136_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A286NRD4,A0A286NRD4_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
A0A0E3SVH6,A0A0E3SVH6_9GAMC,unreviewed,S1 protein (Fragment),S,Infectious bronchitis virus,,
E9NZI0,E9NZI0_9GAMC,unreviewed,S1 glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A286SEU6,A0A286SEU6_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
A0A286NRB9,A0A286NRB9_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
A0A286NRI5,A0A286NRI5_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
A0A1X9Y2Q8,A0A1X9Y2Q8_9GAMC,unreviewed,ORF 1ab,1ab,Infectious bronchitis virus,,
A0A1L5YNA1,A0A1L5YNA1_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N IBVgp6,Infectious bronchitis virus,,
A0A286NRI1,A0A286NRI1_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
A0A140DP43,A0A140DP43_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
A0A0K0WS20,A0A0K0WS20_9GAMC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Infectious bronchitis virus,,
A0A1P8SMW7,A0A1P8SMW7_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
A0A0E3X3E8,A0A0E3X3E8_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
A0A1Z1XBJ7,A0A1Z1XBJ7_9GAMC,unreviewed,Spike glycorotein (Fragment),,Infectious bronchitis virus,,
A0A286NQS9,A0A286NQS9_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
Q1HP31,Q1HP31_9GAMC,unreviewed,S1 glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A516UWL8,A0A516UWL8_9GAMC,unreviewed,Polyprotein 1ab,,Infectious bronchitis virus,,
F4MIS0,F4MIS0_9GAMC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Infectious bronchitis virus,,
F1KCP1,F1KCP1_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
A0A286LPL6,A0A286LPL6_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
A0A0S0VK31,A0A0S0VK31_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A1B1TK30,A0A1B1TK30_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
U5JCL0,U5JCL0_9GAMC,unreviewed,Polyprotein 1ab,,Infectious bronchitis virus,,
Q98ZJ9,Q98ZJ9_9GAMC,unreviewed,BJ2-S1 protein (Fragment),,Infectious bronchitis virus,,
Q6J243,Q6J243_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
A0A286NQZ2,A0A286NQZ2_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
A0A286NRJ5,A0A286NRJ5_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
A0A286R6Z2,A0A286R6Z2_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
S4SE28,S4SE28_9GAMC,unreviewed,Spike glycoprotein S1 subunit (Fragment),S1,Infectious bronchitis virus,,
A0A5H2VPZ8,A0A5H2VPZ8_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
A0A223PY38,A0A223PY38_9GAMC,unreviewed,Spike glycorotein (Fragment),,Infectious bronchitis virus,,
A0A0S2XHD2,A0A0S2XHD2_9GAMC,unreviewed,Spike glycorotein (Fragment),,Infectious bronchitis virus,,
E0Z5J4,E0Z5J4_9GAMC,unreviewed,S1 protein (Fragment),,Infectious bronchitis virus,,
V9VM15,V9VM15_9GAMC,unreviewed,Nucleocapsid protein (Fragment),N,Infectious bronchitis virus,,
X5D557,X5D557_9GAMC,unreviewed,Spike glycoprotein (Fragment),S,Infectious bronchitis virus,,
Q80AG6,Q80AG6_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),np N,Infectious bronchitis virus,,
D0EI46,D0EI46_9GAMC,unreviewed,S1 glycoprotein (Fragment),S1,Infectious bronchitis virus,,
D7SCA6,D7SCA6_9GAMC,unreviewed,1b polyprotein (Fragment),,Infectious bronchitis virus,,
E9NZM2,E9NZM2_9GAMC,unreviewed,S1 glycoprotein (Fragment),S1,Infectious bronchitis virus,,
D0R1D5,D0R1D5_9GAMC,unreviewed,Spike 1 protein (Fragment),S1,Infectious bronchitis virus,,
G3C772,G3C772_9GAMC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Infectious bronchitis virus,,
Q8BA52,Q8BA52_9GAMC,unreviewed,S1 spike glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A0D4CG28,A0A0D4CG28_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
U6BJ52,U6BJ52_9GAMC,unreviewed,Spike protein (Fragment),,Infectious bronchitis virus,,
A0A1P8FCG0,A0A1P8FCG0_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
S5YAS8,S5YAS8_9GAMC,unreviewed,Spike protein (Fragment),SP1,Infectious bronchitis virus,,
A0A023PMN7,A0A023PMN7_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
A0A1P8SSZ7,A0A1P8SSZ7_9GAMC,unreviewed,ORF1ab,1ab,Infectious bronchitis virus,,
A0A0B5FPG6,A0A0B5FPG6_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A3G6ISQ4,A0A3G6ISQ4_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
I6YAU5,I6YAU5_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),S1,Infectious bronchitis virus,,
A0A221J5Q1,A0A221J5Q1_9GAMC,unreviewed,Envelope small membrane protein (E protein) (sM protein),E,Infectious bronchitis virus,,
B6V8I6,B6V8I6_9GAMC,unreviewed,S1 glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A3G6IQB1,A0A3G6IQB1_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A1Q1NHP7,A0A1Q1NHP7_9GAMC,unreviewed,Spike protein (Fragment),S1,Infectious bronchitis virus,,
A0A1P8NTN7,A0A1P8NTN7_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
A0A1P8Z8A0,A0A1P8Z8A0_9GAMC,unreviewed,ORF1ab,1ab,Infectious bronchitis virus,,
A0A3G6IQN3,A0A3G6IQN3_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A3G1DHP3,A0A3G1DHP3_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
A0A481XWA9,A0A481XWA9_9GAMC,unreviewed,Spike protein subunit S1 (Fragment),,Infectious bronchitis virus,,
A0A3G6IQH5,A0A3G6IQH5_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A1B0Z552,A0A1B0Z552_9GAMC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Infectious bronchitis virus,,
A0A024CI93,A0A024CI93_9GAMC,unreviewed,Spike protein (Fragment),,Infectious bronchitis virus,,
A0A023PN95,A0A023PN95_9GAMC,unreviewed,ORF1ab,ORF1ab,Infectious bronchitis virus,,
B2L0U4,B2L0U4_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
I6RGJ1,I6RGJ1_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
D5LL75,D5LL75_9GAMC,unreviewed,S1 glycoprotein (Fragment),,Infectious bronchitis virus,,
D5LL83,D5LL83_9GAMC,unreviewed,S1 glycoprotein (Fragment),,Infectious bronchitis virus,,
K7QUV8,K7QUV8_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
Q6J1E3,Q6J1E3_9GAMC,unreviewed,Spike glycoprotein S1 subunit (Fragment),S1,Infectious bronchitis virus,,
A0A1U9WSM0,A0A1U9WSM0_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
Q5MCX2,Q5MCX2_9GAMC,unreviewed,Envelope small membrane protein (E protein) (sM protein),E,Infectious bronchitis virus,,
A0A3G6IPV8,A0A3G6IPV8_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A482E8Z5,A0A482E8Z5_9GAMC,unreviewed,Spike protein (Fragment),,Infectious bronchitis virus,,
L7RBM0,L7RBM0_9GAMC,unreviewed,Polyprotein 1a,,Infectious bronchitis virus,,
I6RKU2,I6RKU2_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
B2MWL9,B2MWL9_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
Q7TAV7,Q7TAV7_9GAMC,unreviewed,"Spike glycoprotein, S1 subunit (Fragment)",s1,Infectious bronchitis virus,,
C5IS77,C5IS77_9GAMC,unreviewed,S1 glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A1P8Z838,A0A1P8Z838_9GAMC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Infectious bronchitis virus,,
D0EI39,D0EI39_9GAMC,unreviewed,S1 glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A024CI79,A0A024CI79_9GAMC,unreviewed,Spike protein (Fragment),,Infectious bronchitis virus,,
C1KEY7,C1KEY7_9GAMC,unreviewed,Spike glycoprotein S1 subunit (Fragment),S1,Infectious bronchitis virus CK/CH/LHLJ/04V,,
C1KEW9,C1KEW9_9GAMC,unreviewed,Spike glycoprotein S2 subunit (Fragment),S2,Infectious bronchitis virus CK/CH/LHLJ/04V,,
A0A4Y5QSL5,A0A4Y5QSL5_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
A0A3G6IQ46,A0A3G6IQ46_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
Q8QRA5,Q8QRA5_9GAMC,unreviewed,S1 glycoprotein (Fragment),,Infectious bronchitis virus,,
V5UMS0,V5UMS0_9GAMC,unreviewed,Spike glycoprotein,S,Infectious bronchitis virus,,
B7SXN2,B7SXN2_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
B0FAY4,B0FAY4_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
A0A024CIL1,A0A024CIL1_9GAMC,unreviewed,Spike protein (Fragment),,Infectious bronchitis virus,,
A0A3G1HJS2,A0A3G1HJS2_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
A0A1U9WSL1,A0A1U9WSL1_9GAMC,unreviewed,Envelope small membrane protein (E protein) (sM protein),orf3c E,Infectious bronchitis virus,,
A0A286SEW1,A0A286SEW1_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
A0A1Y0DD24,A0A1Y0DD24_9GAMC,unreviewed,Spike glycoprotein (Fragment),,Infectious bronchitis virus,,
A6N896,A6N896_9GAMC,unreviewed,S1 glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A2Z4C1E6,A0A2Z4C1E6_9GAMC,unreviewed,S1 (Fragment),,Infectious bronchitis virus,,
K9LWE2,K9LWE2_9GAMC,unreviewed,Envelope small membrane protein (E protein) (sM protein),E,Infectious bronchitis virus,,
H9U705,H9U705_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),S1,Infectious bronchitis virus,,
A0A386BX08,A0A386BX08_9GAMC,unreviewed,Spike (Fragment),,Infectious bronchitis virus,,
A0A023YA13,A0A023YA13_9GAMC,unreviewed,Spike protein (Fragment),S,Infectious bronchitis virus,,
H6V5C0,H6V5C0_9GAMC,unreviewed,S1 glycoprotein (Fragment),,Infectious bronchitis virus,,
Q7TAU8,Q7TAU8_9GAMC,unreviewed,"Spike glycoprotein, S1 subunit (Fragment)",s1,Infectious bronchitis virus,,
G3C7A1,G3C7A1_9GAMC,unreviewed,5a protein,,Infectious bronchitis virus,,
A0A0D4CFJ5,A0A0D4CFJ5_9GAMC,unreviewed,ORF1ab,ORF1ab,Infectious bronchitis virus,,
J9WRW0,J9WRW0_9GAMC,unreviewed,Spike glycoprotein S1 subunit (Fragment),,Infectious bronchitis virus,,
C5IZI4,C5IZI4_9GAMC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Infectious bronchitis virus,,
D5LL42,D5LL42_9GAMC,unreviewed,S1 glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A2Z4BXQ2,A0A2Z4BXQ2_9GAMC,unreviewed,S1 (Fragment),,Infectious bronchitis virus,,
G0ZCG6,G0ZCG6_9GAMC,unreviewed,Nucleocapsid protein (Fragment),N,Infectious bronchitis virus,,
A0MQ76,A0MQ76_9GAMC,unreviewed,S1 glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A386H915,A0A386H915_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
D5LRT1,D5LRT1_9GAMC,unreviewed,S1 spike glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A3G6IQ49,A0A3G6IQ49_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
J9WRU9,J9WRU9_9GAMC,unreviewed,Spike glycoprotein S1 subunit (Fragment),,Infectious bronchitis virus,,
A0A515HEY7,A0A515HEY7_9GAMC,unreviewed,Spike protein (Fragment),,Infectious bronchitis virus,,
B5UHA7,B5UHA7_9GAMC,unreviewed,S1 glycoprotein (Fragment),S1,Infectious bronchitis virus,,
G4RJ98,G4RJ98_9GAMC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Infectious bronchitis virus,,
A0A0K1RM39,A0A0K1RM39_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Porcine respiratory coronavirus,,
A0A5B9MUE4,A0A5B9MUE4_CVHNL,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Human coronavirus NL63 (HCoV-NL63),Homo sapiens (Human) [TaxID: 9606],
A0A5B9BHB3,A0A5B9BHB3_CVHNL,unreviewed,Orf1a protein,orf1a,Human coronavirus NL63 (HCoV-NL63),Homo sapiens (Human) [TaxID: 9606],
T1PZ80,T1PZ80_CVHNL,unreviewed,Spike protein (Fragment),S,Human coronavirus NL63 (HCoV-NL63),Homo sapiens (Human) [TaxID: 9606],
A0A291I6A0,A0A291I6A0_9BETC,unreviewed,ORF1ab,orf1ab,Middle East respiratory syndrome-related coronavirus,,
B5M6Z2,B5M6Z2_9BETC,unreviewed,Envelope small membrane protein (E protein) (sM protein),E,Porcine hemagglutinating encephalomyelitis virus,,
A0A1V0IG08,A0A1V0IG08_9BETC,unreviewed,Hemagglutinin-esterase (HE protein) (EC 3.1.1.53) (E3 glycoprotein),HE,Porcine hemagglutinating encephalomyelitis virus,,
A0A411PBH7,A0A411PBH7_9BETC,unreviewed,ORF1ab,orf1ab,Middle East respiratory syndrome-related coronavirus,,
